score,count
2739,370
2740,0
2741,340
2742,510
2743,0
2744,380
2745,0
2746,370
2747,360
2748,0
2749,380
2750,0
2751,340
2752,0
2753,350
2754,320
2755,0
2756,270
2757,0
2758,350
2759,0
2760,410
2761,290
2762,0
2763,380
2764,0
2765,370
2766,420
2767,0
2768,290
2769,0
2770,330
2771,0
2772,190
2773,390
2774,0
2775,280
2776,0
2777,360
2778,0
2779,340
2780,420
2781,0
2782,390
2783,0
2784,380
2785,0
2786,250
2787,430
2788,0
2789,340
2790,0
2791,290
2792,250
2793,0
2794,390
2795,0
2796,310
2797,0
2798,300
2799,350
2800,0
2801,260
2802,0
2803,250
2804,0
2805,310
2806,280
2807,0
2808,290
2809,0
2810,290
2811,320
2812,0
2813,340
2814,0
2815,380
2816,0
2817,330
2818,380
2819,0
2820,340
2821,0
2822,260
2823,0
2824,290
2825,390
2826,0
2827,250
2828,0
2829,250
2830,0
2831,280
2832,270
2833,0
2834,370
2835,0
2836,340
2837,290
2838,0
2839,240
2840,0
2841,370
2842,0
2843,280
2844,290
2845,0
2846,330
2847,0
2848,340
2849,0
2850,350
2851,440
2852,0
2853,260
2854,0
2855,230
2856,260
2857,0
2858,230
2859,0
2860,320
2861,0
2862,250
2863,250
2864,0
2865,290
2866,0
2867,280
2868,0
2869,320
2870,320
2871,0
2872,360
2873,0
2874,310
2875,0
2876,290
2877,340
2878,0
2879,370
2880,270
2881,0
2882,220
2883,260
2884,180
2885,0
2886,360
2887,230
2888,0
2889,270
2890,230
2891,0
2892,270
2893,260
2894,0
2895,170
2896,210
2897,0
2898,270
2899,290
2900,300
2901,0
2902,310
2903,250
2904,0
2905,270
2906,280
2907,0
2908,300
2909,200
2910,0
2911,250
2912,270
2913,0
2914,280
2915,320
2916,0
2917,250
2918,220
2919,240
2920,0
2921,250
2922,290
2923,0
2924,250
2925,220
2926,0
2927,240
2928,230
2929,0
2930,280
2931,230
2932,0
2933,160
2934,440
2935,0
2936,170
2937,400
2938,240
2939,0
2940,210
2941,320
2942,0
2943,170
2944,310
2945,0
2946,150
2947,210
2948,0
2949,230
2950,330
2951,0
2952,270
2953,180
2954,0
2955,160
2956,240
2957,200
2958,0
2959,240
2960,220
2961,0
2962,180
2963,190
2964,0
2965,250
2966,310
2967,0
2968,120
2969,250
2970,0
2971,140
2972,260
2973,270
2974,0
2975,200
2976,280
2977,0
2978,260
2979,230
2980,0
2981,320
2982,270
2983,0
2984,240
2985,230
2986,0
2987,260
2988,230
2989,0
2990,160
2991,200
2992,200
2993,0
2994,260
2995,330
2996,0
2997,180
2998,310
2999,0
3000,190
3001,200
3002,0
3003,320
3004,210
3005,0
3006,220
3007,240
3008,0
3009,250
3010,270
3011,170
3012,0
3013,250
3014,300
3015,0
3016,260
3017,170
3018,0
3019,100
3020,190
3021,0
3022,200
3023,100
3024,0
3025,270
3026,250
3027,0
3028,250
3029,130
3030,310
3031,0
3032,180
3033,230
3034,0
3035,230
3036,270
3037,0
3038,140
3039,430
3040,210
3041,260
3042,220
3043,200
3044,220
3045,210
3046,210
3047,200
3048,230
3049,210
3050,160
3051,310
3052,170
3053,170
3054,150
3055,440
3056,120
3057,190
3058,240
3059,160
3060,180
3061,190
3062,160
3063,130
3064,240
3065,210
3066,200
3067,190
3068,170
3069,160
3070,140
3071,360
3072,210
3073,260
3074,210
3075,170
3076,140
3077,170
3078,170
3079,210
3080,160
3081,140
3082,190
3083,250
3084,160
3085,200
3086,140
3087,310
3088,200
3089,100
3090,160
3091,110
3092,190
3093,220
3094,190
3095,110
3096,210
3097,170
3098,280
3099,200
3100,230
3101,200
3102,200
3103,310
3104,120
3105,260
3106,90
3107,150
3108,180
3109,160
3110,230
3111,140
3112,170
3113,180
3114,100
3115,210
3116,160
3117,240
3118,130
3119,360
3120,180
3121,190
3122,130
3123,110
3124,110
3125,210
3126,190
3127,130
3128,80
3129,200
3130,210
3131,130
3132,180
3133,150
3134,130
3135,340
3136,120
3137,170
3138,160
3139,230
3140,70
3141,160
3142,140
3143,130
3144,120
3145,140
3146,140
3147,210
3148,140
3149,160
3150,170
3151,180
3152,160
3153,190
3154,190
3155,110
3156,170
3157,120
3158,160
3159,190
3160,160
3161,200
3162,100
3163,140
3164,120
3165,190
3166,120
3167,260
3168,190
3169,130
3170,140
3171,130
3172,180
3173,140
3174,200
3175,90
3176,180
3177,160
3178,150
3179,110
3180,80
3181,160
3182,110
3183,150
3184,130
3185,160
3186,190
3187,140
3188,100
3189,140
3190,210
3191,130
3192,90
3193,110
3194,120
3195,190
3196,110
3197,100
3198,80
3199,80
3200,150
3201,120
3202,110
3203,100
3204,150
3205,90
3206,130
3207,130
3208,110
3209,290
3210,120
3211,110
3212,120
3213,80
3214,100
3215,90
3216,150
3217,80
3218,110
3219,110
3220,90
3221,140
3222,100
3223,120
3224,100
3225,120
3226,100
3227,50
3228,110
3229,60
3230,130
3231,130
3232,140
3233,110
3234,90
3235,160
3236,160
3237,140
3238,160
3239,130
3240,140
3241,100
3242,120
3243,130
3244,70
3245,120
3246,110
3247,120
3248,130
3249,80
3250,110
3251,100
3252,100
3253,130
3254,100
3255,130
3256,110
3257,40
3258,80
3259,90
3260,120
3261,90
3262,80
3263,120
3264,130
3265,150
3266,150
3267,90
3268,100
3269,110
3270,100
3271,80
3272,140
3273,110
3274,110
3275,190
3276,90
3277,80
3278,150
3279,110
3280,60
3281,120
3282,70
3283,90
3284,90
3285,70
3286,110
3287,90
3288,70
3289,90
3290,160
3291,120
3292,90
3293,90
3294,90
3295,130
3296,0
3297,80
3298,130
3299,130
3300,90
3301,140
3302,100
3303,70
3304,40
3305,110
3306,60
3307,100
3308,50
3309,110
3310,90
3311,70
3312,100
3313,100
3314,80
3315,90
3316,90
3317,100
3318,110
3319,100
3320,70
3321,70
3322,80
3323,90
3324,80
3325,70
3326,40
3327,70
3328,100
3329,90
3330,80
3331,130
3332,130
3333,120
3334,110
3335,200
3336,100
3337,80
3338,80
3339,60
3340,90
3341,90
3342,100
3343,90
3344,80
3345,70
3346,0
3347,160
3348,120
3349,130
3350,130
3351,70
3352,80
3353,90
3354,80
3355,140
3356,60
3357,60
3358,70
3359,100
3360,60
3361,100
3362,120
3363,100
3364,80
3365,30
3366,100
3367,80
3368,80
3369,60
3370,90
3371,80
3372,70
3373,80
3374,20
3375,100
3376,120
3377,40
3378,0
3379,120
3380,40
3381,70
3382,80
3383,100
3384,90
3385,120
3386,70
3387,90
3388,110
3389,50
3390,10
3391,50
3392,50
3393,70
3394,10
3395,90
3396,100
3397,40
3398,60
3399,60
3400,90
3401,90
3402,90
3403,0
3404,70
3405,120
3406,100
3407,80
3408,70
3409,90
3410,40
3411,70
3412,30
3413,40
3414,120
3415,80
3416,50
3417,60
3418,50
3419,150
3420,60
3421,100
3422,50
3423,90
3424,80
3425,50
3426,80
3427,0
3428,70
3429,30
3430,110
3431,70
3432,50
3433,50
3434,60
3435,50
3436,30
3437,70
3438,60
3439,50
3440,50
3441,100
3442,30
3443,70
3444,30
3445,60
3446,30
3447,40
3448,90
3449,50
3450,70
3451,50
3452,0
3453,70
3454,90
3455,50
3456,80
3457,50
3458,80
3459,40
3460,50
3461,50
3462,60
3463,80
3464,80
3465,30
3466,60
3467,30
3468,30
3469,60
3470,50
3471,50
3472,60
3473,70
3474,80
3475,40
3476,20
3477,0
3478,20
3479,30
3480,70
3481,30
3482,70
3483,60
3484,30
3485,70
3486,70
3487,20
3488,60
3489,80
3490,90
3491,70
3492,40
3493,50
3494,70
3495,40
3496,30
3497,30
3498,80
3499,40
3500,70
3501,30
3502,30
3503,30
3504,0
3505,30
3506,60
3507,20
3508,40
3509,40
3510,60
3511,30
3512,40
3513,30
3514,50
3515,70
3516,60
3517,40
3518,90
3519,50
3520,20
3521,70
3522,70
3523,50
3524,80
3525,60
3526,80
3527,80
3528,30
3529,20
3530,20
3531,40
3532,0
3533,30
3534,40
3535,40
3536,40
3537,30
3538,40
3539,60
3540,40
3541,20
3542,50
3543,60
3544,70
3545,30
3546,80
3547,40
3548,50
3549,20
3550,30
3551,30
3552,30
3553,40
3554,50
3555,40
3556,30
3557,20
3558,50
3559,80
3560,0
3561,40
3562,50
3563,20
3564,90
3565,40
3566,10
3567,30
3568,20
3569,70
3570,40
3571,20
3572,40
3573,0
3574,30
3575,10
3576,70
3577,20
3578,50
3579,50
3580,30
3581,50
3582,50
3583,10
3584,40
3585,60
3586,60
3587,0
3588,30
3589,20
3590,40
3591,20
3592,50
3593,10
3594,20
3595,20
3596,50
3597,60
3598,50
3599,50
3600,50
3601,20
3602,60
3603,20
3604,40
3605,0
3606,10
3607,60
3608,20
3609,40
3610,30
3611,40
3612,70
3613,40
3614,0
3615,10
3616,40
3617,30
3618,20
3619,60
3620,20
3621,0
3622,30
3623,40
3624,10
3625,30
3626,40
3627,30
3628,30
3629,30
3630,60
3631,20
3632,40
3633,40
3634,30
3635,20
3636,20
3637,50
3638,0
3639,30
3640,40
3641,20
3642,50
3643,30
3644,40
3645,10
3646,50
3647,20
3648,30
3649,70
3650,40
3651,10
3652,10
3653,30
3654,0
3655,30
3656,30
3657,30
3658,30
3659,20
3660,0
3661,60
3662,30
3663,50
3664,50
3665,40
3666,30
3667,20
3668,20
3669,40
3670,0
3671,20
3672,10
3673,30
3674,70
3675,30
3676,10
3677,40
3678,60
3679,40
3680,10
3681,50
3682,50
3683,30
3684,30
3685,20
3686,0
3687,10
3688,0
3689,20
3690,40
3691,60
3692,30
3693,60
3694,20
3695,20
3696,20
3697,20
3698,70
3699,90
3700,20
3701,20
3702,30
3703,0
3704,40
3705,40
3706,50
3707,10
3708,40
3709,10
3710,10
3711,20
3712,50
3713,10
3714,20
3715,40
3716,40
3717,0
3718,80
3719,40
3720,30
3721,60
3722,10
3723,10
3724,40
3725,20
3726,30
3727,10
3728,20
3729,0
3730,20
3731,20
3732,10
3733,30
3734,30
3735,10
3736,40
3737,40
3738,30
3739,30
3740,0
3741,20
3742,0
3743,30
3744,40
3745,30
3746,60
3747,30
3748,60
3749,30
3750,10
3751,40
3752,10
3753,20
3754,50
3755,0
3756,30
3757,50
3758,0
3759,60
3760,20
3761,20
3762,20
3763,30
3764,0
3765,10
3766,0
3767,0
3768,0
3769,20
3770,0
3771,10
3772,10
3773,20
3774,40
3775,0
3776,10
3777,50
3778,30
3779,20
3780,0
3781,30
3782,20
3783,10
3784,0
3785,10
3786,30
3787,30
3788,10
3789,0
3790,20
3791,10
3792,30
3793,0
3794,10
3795,20
3796,30
3797,10
3798,50
3799,20
3800,30
3801,30
3802,10
3803,30
3804,20
3805,10
3806,0
3807,10
3808,30
3809,30
3810,0
3811,10
3812,30
3813,10
3814,30
3815,10
3816,30
3817,0
3818,20
3819,0
3820,20
3821,40
3822,20
3823,10
3824,10
3825,0
3826,50
3827,20
3828,30
3829,20
3830,20
3831,30
3832,0
3833,20
3834,30
3835,10
3836,10
3837,30
3838,20
3839,10
3840,30
3841,10
3842,10
3843,10
3844,10
3845,0
3846,20
3847,30
3848,0
3849,10
3850,10
3851,10
3852,30
3853,10
3854,20
3855,10
3856,20
3857,40
3858,10
3859,0
3860,30
3861,10
3862,20
3863,20
3864,30
3865,20
3866,0
3867,40
3868,20
3869,0
3870,10
3871,0
3872,0
3873,0
3874,10
3875,0
3876,10
3877,20
3878,0
3879,0
3880,10
3881,20
3882,0
3883,30
3884,60
3885,0
3886,0
3887,0
3888,10
3889,0
3890,20
3891,30
3892,20
3893,20
3894,0
3895,0
3896,10
3897,0
3898,20
3899,10
3900,0
3901,20
3902,0
3903,20
3904,10
3905,30
3906,20
3907,20
3908,10
3909,0
3910,10
3911,0
3912,0
3913,20
3914,0
3915,0
3916,30
3917,10
3918,30
3919,10
3920,0
3921,10
3922,0
3923,20
3924,0
3925,0
3926,10
3927,0
3928,0
3929,10
3930,10
3931,0
3932,0
3933,10
3934,0
3935,0
3936,50
3937,20
3938,10
3939,10
3940,20
3941,20
3942,0
3943,20
3944,10
3945,10
3946,10
3947,10
3948,40
3949,20
3950,10
3951,20
3952,0
3953,0
3954,0
3955,20
3956,0
3957,20
3958,10
3959,10
3960,10
3961,10
3962,0
3963,0
3964,0
3965,10
3966,30
3967,10
3968,10
3969,0
3970,10
3971,0
3972,10
3973,0
3974,10
3975,0
3976,10
3977,10
3978,0
3979,10
3980,0
3981,10
3982,0
3983,0
3984,20
3985,30
3986,0
3987,0
3988,0
3989,0
3990,0
3991,0
3992,10
3993,10
3994,0
3995,10
3996,0
3997,10
3998,0
3999,20
4000,0
4001,10
4002,0
4003,20
4004,20
4005,10
4006,30
4007,0
4008,0
4009,20
4010,10
4011,20
4012,20
4013,10
4014,0
4015,0
4016,10
4017,0
4018,10
4019,10
4020,20
4021,20
4022,10
4023,0
4024,20
4025,0
4026,0
4027,20
4028,0
4029,10
4030,10
4031,20
4032,0
4033,0
4034,10
4035,0
4036,10
4037,20
4038,10
4039,10
4040,10
4041,10
4042,0
4043,20
4044,0
4045,20
4046,0
4047,0
4048,0
4049,0
4050,0
4051,10
4052,10
4053,0
4054,0
4055,0
4056,10
4057,10
4058,10
4059,10
4060,10
4061,0
4062,10
4063,0
4064,10
4065,10
4066,10
4067,10
4068,0
4069,0
4070,10
4071,0
4072,0
4073,0
4074,20
4075,20
4076,10
4077,0
4078,0
4079,10
4080,0
4081,0
4082,20
4083,0
4084,0
4085,10
4086,0
4087,0
4088,0
4089,0
4090,0
4091,20
4092,20
4093,10
4094,0
4095,10
4096,0
4097,0
4098,10
4099,0
4100,10
4101,10
4102,10
4103,0
4104,20
4105,0
4106,0
4107,0
4108,0
4109,0
4110,30
4111,20
4112,10
4113,10
4114,10
4115,10
4116,0
4117,10
4118,0
4119,10
4120,10
4121,10
4122,0
4123,10
4124,0
4125,0
4126,30
4127,0
4128,10
4129,0
4130,0
4131,0
4132,10
4133,0
4134,0
4135,0
4136,0
4137,10
4138,0
4139,0
4140,10
4141,10
4142,0
4143,10
4144,0
4145,0
4146,0
4147,30
4148,10
4149,0
4150,0
4151,0
4152,10
4153,0
4154,0
4155,10
4156,10
4157,10
4158,0
4159,10
4160,10
4161,0
4162,0
4163,0
4164,0
4165,20
4166,0
4167,0
4168,0
4169,20
4170,0
4171,10
4172,0
4173,0
4174,0
4175,0
4176,10
4177,0
4178,10
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,30
4189,10
4190,10
4191,0
4192,0
4193,0
4194,0
4195,0
4196,0
4197,0
4198,10
4199,0
4200,20
4201,20
4202,0
4203,0
4204,0
4205,0
4206,0
4207,0
4208,0
4209,0
4210,0
4211,0
4212,0
4213,10
4214,0
4215,0
4216,10
4217,10
4218,0
4219,0
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,20
4229,0
4230,0
4231,0
4232,0
4233,0
4234,0
4235,10
4236,0
4237,0
4238,0
4239,0
4240,0
4241,0
4242,20
4243,10
4244,0
4245,0
4246,10
4247,10
4248,0
4249,10
4250,10
4251,0
4252,10
4253,10
4254,0
4255,20
4256,10
4257,20
4258,0
4259,10
4260,0
4261,0
4262,0
4263,10
4264,0
4265,0
4266,0
4267,0
4268,0
4269,0
4270,20
4271,0
4272,0
4273,0
4274,10
4275,0
4276,0
4277,10
4278,10
4279,10
4280,0
4281,0
4282,10
4283,0
4284,10
4285,0
4286,0
4287,0
4288,10
4289,0
4290,0
4291,0
4292,0
4293,0
4294,10
4295,0
4296,10
4297,10
4298,0
4299,10
4300,0
4301,20
4302,10
4303,0
4304,0
4305,0
4306,20
4307,20
4308,0
4309,0
4310,0
4311,0
4312,0
4313,10
4314,0
4315,0
4316,0
4317,0
4318,0
4319,10
4320,0
4321,0
4322,30
4323,0
4324,0
4325,0
4326,0
4327,0
4328,0
4329,0
4330,10
4331,0
4332,0
4333,10
4334,10
4335,0
4336,0
4337,0
4338,0
4339,0
4340,10
4341,10
4342,0
4343,10
4344,0
4345,0
4346,0
4347,0
4348,0
4349,0
4350,0
4351,0
4352,10
4353,0
4354,10
4355,0
4356,0
4357,0
4358,0
4359,0
4360,0
4361,10
4362,0
4363,0
4364,20
4365,0
4366,0
4367,10
4368,0
4369,0
4370,0
4371,0
4372,20
4373,0
4374,0
4375,10
4376,0
4377,10
4378,0
4379,0
4380,10
4381,0
4382,0
4383,10
4384,0
4385,0
4386,0
4387,0
4388,0
4389,0
4390,0
4391,0
4392,0
4393,0
4394,10
4395,0
4396,10
4397,0
4398,0
4399,0
4400,0
4401,0
4402,0
4403,0
4404,0
4405,20
4406,0
4407,0
4408,0
4409,0
4410,0
4411,10
4412,0
4413,0
4414,0
4415,0
4416,0
4417,0
4418,0
4419,0
4420,10
4421,0
4422,0
4423,0
4424,0
4425,0
4426,0
4427,0
4428,0
4429,0
4430,0
4431,0
4432,0
4433,0
4434,10
4435,0
4436,0
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,0
4445,0
4446,0
4447,0
4448,0
4449,0
4450,10
4451,0
4452,0
4453,0
4454,10
4455,0
4456,0
4457,0
4458,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,10
4469,0
4470,0
4471,0
4472,0
4473,10
4474,10
4475,0
4476,0
4477,0
4478,10
4479,0
4480,0
4481,0
4482,20
4483,0
4484,0
4485,0
4486,0
4487,10
4488,0
4489,0
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4501,0
4502,0
4503,0
4504,10
4505,0
4506,0
4507,0
4508,0
4509,0
4510,0
4511,0
4512,0
4513,0
4514,10
4515,0
4516,10
4517,0
4518,0
4519,0
4520,10
4521,0
4522,0
4523,10
4524,0
4525,0
4526,0
4527,0
4528,0
4529,0
4530,0
4531,0
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0
4542,0
4543,0
4544,0
4545,0
4546,0
4547,0
4548,0
4549,0
4550,0
4551,0
4552,0
4553,0
4554,0
4555,0
4556,0
4557,10
4558,0
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,10
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,0
4576,0
4577,0
4578,0
4579,0
4580,0
4581,0
4582,0
4583,10
4584,0
4585,0
4586,0
4587,0
4588,0
4589,10
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,0
4603,0
4604,0
4605,0
4606,0
4607,0
4608,0
4609,0
4610,0
4611,0
4612,0
4613,0
4614,0
4615,0
4616,0
4617,0
4618,0
4619,0
4620,0
4621,0
4622,10
4623,0
4624,0
4625,10
4626,0
4627,0
4628,0
4629,10
4630,0
4631,0
4632,10
4633,0
4634,0
4635,10
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,0
4643,0
4644,0
4645,0
4646,0
4647,0
4648,0
4649,0
4650,0
4651,0
4652,10
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,0
4661,0
4662,0
4663,0
4664,0
4665,0
4666,0
4667,0
4668,0
4669,0
4670,0
4671,10
4672,0
4673,0
4674,10
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,0
4689,0
4690,0
4691,0
4692,0
4693,0
4694,0
4695,0
4696,0
4697,0
4698,0
4699,0
4700,0
4701,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4708,0
4709,0
4710,0
4711,0
4712,0
4713,0
4714,10
4715,0
4716,0
4717,0
4718,0
4719,0
4720,0
4721,0
4722,0
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,10
4730,0
4731,0
4732,0
4733,0
4734,0
4735,0
4736,0
4737,0
4738,0
4739,0
4740,0
4741,0
4742,0
4743,0
4744,0
4745,0
4746,0
4747,0
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,0
4757,0
4758,0
4759,0
4760,0
4761,0
4762,0
4763,0
4764,0
4765,0
4766,0
4767,0
4768,0
4769,10
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,10
4778,0
4779,0
4780,0
4781,0
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,10
4790,0
4791,0
4792,0
4793,0
4794,0
4795,10
4796,0
4797,0
4798,10
4799,0
4800,0
4801,0
4802,0
4803,0
4804,0
4805,0
4806,0
4807,0
4808,0
4809,0
4810,0
4811,0
4812,0
4813,0
4814,0
4815,10
4816,10
4817,0
4818,0
4819,10
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,0
4831,0
4832,0
4833,0
4834,0
4835,0
4836,0
4837,0
4838,10
4839,0
4840,0
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0
4861,0
4862,0
4863,0
4864,0
4865,0
4866,0
4867,0
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,10
4877,0
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,10
4890,0
4891,0
4892,0
4893,0
4894,0
4895,0
4896,0
4897,10
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,0
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,10
4931,10
4932,0
4933,0
4934,0
4935,0
4936,0
4937,0
4938,10
4939,0
4940,0
4941,0
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,0
4949,0
4950,0
4951,0
4952,0
4953,0
4954,0
4955,0
4956,0
4957,0
4958,0
4959,0
4960,0
4961,0
4962,0
4963,0
4964,0
4965,0
4966,0
4967,0
4968,0
4969,0
4970,0
4971,10
4972,0
4973,0
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,0
4982,0
4983,0
4984,0
4985,0
4986,0
4987,0
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
4998,0
4999,0
5000,0
5001,0
5002,0
5003,0
5004,0
5005,0
5006,0
5007,0
5008,0
5009,0
5010,0
5011,0
5012,0
5013,0
5014,0
5015,0
5016,0
5017,0
5018,0
5019,0
5020,0
5021,0
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,0
5029,0
5030,0
5031,0
5032,0
5033,0
5034,0
5035,0
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,0
5052,0
5053,0
5054,0
5055,0
5056,0
5057,0
5058,0
5059,0
5060,0
5061,10
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0
5068,10
5069,0
5070,0
5071,0
5072,0
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,0
5080,0
5081,0
5082,0
5083,0
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,0
5092,10
5093,0
5094,0
5095,0
5096,0
5097,0
5098,0
5099,0
5100,0
5101,0
5102,0
5103,0
5104,0
5105,0
5106,0
5107,0
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0
5119,0
5120,0
5121,0
5122,0
5123,0
5124,0
5125,0
5126,0
5127,10
5128,0
5129,0
5130,0
5131,0
5132,0
5133,0
5134,10
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,0
5147,0
5148,0
5149,0
5150,0
5151,0
5152,0
5153,0
5154,0
5155,0
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0
5164,0
5165,0
5166,0
5167,0
5168,0
5169,0
5170,0
5171,0
5172,0
5173,0
5174,0
5175,0
5176,0
5177,0
5178,0
5179,0
5180,0
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,10
5188,0
5189,0
5190,0
5191,0
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,0
5199,0
5200,0
5201,0
5202,0
5203,0
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,0
5216,10
5217,0
5218,0
5219,0
5220,0
5221,0
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,0
5235,0
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,0
5243,0
5244,0
5245,0
5246,0
5247,0
5248,0
5249,0
5250,0
5251,0
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,0
5262,0
5263,0
5264,0
5265,0
5266,0
5267,0
5268,0
5269,0
5270,0
5271,0
5272,0
5273,0
5274,0
5275,0
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,0
5284,0
5285,0
5286,0
5287,10
5288,0
5289,0
5290,0
5291,0
5292,0
5293,0
5294,0
5295,0
5296,0
5297,0
5298,0
5299,0
5300,0
5301,0
5302,0
5303,0
5304,0
5305,0
5306,0
5307,0
5308,0
5309,0
5310,0
5311,0
5312,0
5313,0
5314,0
5315,0
5316,0
5317,0
5318,0
5319,0
5320,0
5321,0
5322,0
5323,0
5324,0
5325,0
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,0
5334,0
5335,0
5336,0
5337,0
5338,0
5339,0
5340,0
5341,0
5342,0
5343,0
5344,0
5345,0
5346,0
5347,0
5348,0
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,0
5357,0
5358,0
5359,0
5360,0
5361,0
5362,0
5363,0
5364,0
5365,0
5366,0
5367,0
5368,0
5369,0
5370,0
5371,0
5372,0
5373,0
5374,0
5375,0
5376,0
5377,0
5378,0
5379,0
5380,0
5381,0
5382,0
5383,0
5384,0
5385,0
5386,0
5387,0
5388,0
5389,0
5390,0
5391,0
5392,0
5393,0
5394,0
5395,0
5396,0
5397,0
5398,0
5399,0
5400,0
5401,0
5402,0
5403,0
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,0
5416,0
5417,0
5418,0
5419,0
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5427,0
5428,0
5429,0
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,0
5437,0
5438,0
5439,0
5440,0
5441,0
5442,0
5443,0
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,0
5453,0
5454,0
5455,0
5456,0
5457,0
5458,0
5459,0
5460,0
5461,0
5462,0
5463,0
5464,0
5465,0
5466,0
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,0
5478,0
5479,0
5480,0
5481,0
5482,0
5483,0
5484,0
5485,0
5486,0
5487,0
5488,0
5489,0
5490,0
5491,0
5492,0
5493,0
5494,0
5495,10
5496,0
5497,0
5498,0
5499,0
5500,0
5501,0
5502,0
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,0
5510,0
5511,0
5512,0
5513,0
5514,0
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5527,0
5528,0
5529,0
5530,0
5531,0
5532,0
5533,0
5534,0
5535,0
5536,0
5537,0
